,STATE.UT,DISTRICT,Year,Rape,Kidnapping.and.Abduction,Dowry.Deaths,Assault.on.women.with.intent.to.outrage.her.modesty,Insult.to.modesty.of.Women,Cruelty.by.Husband.or.his.Relatives,Importation.of.Girls,Total.Crimes.against.Women
519,ODISHA,SUNDARGARH,2013,53,32,8,88,3,25,0,209
787,PUDUCHERRY,KARAIKAL,2013,6,2,1,1,1,1,0,12
788,PUDUCHERRY,PUDUCHERRY,2013,11,23,0,11,7,7,0,59
520,PUNJAB,AMRITSAR RURAL,2013,34,45,3,60,1,50,0,193
521,PUNJAB,BARNALA,2013,17,37,2,11,0,17,0,84
522,PUNJAB,BATALA,2013,31,29,1,26,0,35,0,122
523,PUNJAB,BHATINDA,2013,52,48,4,57,2,89,0,252
524,PUNJAB,CP AMRITSAR,2013,29,53,4,53,4,101,0,244
525,PUNJAB,CP JALANDHAR,2013,41,59,11,78,14,162,0,365
526,PUNJAB,CP LUDHIANA,2013,109,110,13,81,21,140,0,474
527,PUNJAB,FARIDKOT,2013,20,17,3,29,0,21,0,90
528,PUNJAB,FATEHGARH SAHIB,2013,17,20,1,13,0,47,0,98
529,PUNJAB,FAZILKA,2013,34,32,4,14,4,33,0,121
530,PUNJAB,FEROZPUR,2013,17,28,3,8,0,48,0,104
531,PUNJAB,G.R.P,2013,2,2,0,5,0,0,0,9
532,PUNJAB,GURDASPUR,2013,23,36,3,41,1,44,0,148
533,PUNJAB,HOSHIARPUR,2013,36,28,5,54,0,154,0,277
534,PUNJAB,JALANDHAR RURAL,2013,39,21,5,51,5,71,0,192
535,PUNJAB,KAPURTHALA,2013,30,39,7,40,0,62,0,178
536,PUNJAB,KHANNA,2013,16,17,2,29,6,24,0,94
537,PUNJAB,LUDHIANA RURAL,2013,17,38,2,18,1,20,0,96
538,PUNJAB,MANSA,2013,18,9,1,16,2,23,0,69
539,PUNJAB,MOGA,2013,29,35,5,22,0,24,0,115
540,PUNJAB,MUKTSAR,2013,18,42,3,20,1,39,0,123
541,PUNJAB,PATHANKOT,2013,11,15,0,10,0,32,0,68
542,PUNJAB,PATIALA,2013,56,56,11,84,2,159,0,368
543,PUNJAB,ROPAR,2013,30,42,4,29,0,27,0,132
544,PUNJAB,SANGRUR,2013,56,39,11,48,2,63,0,219
545,PUNJAB,SAS NGR,2013,51,51,10,92,0,191,0,395
546,PUNJAB,SBS NAGAR,2013,21,8,1,13,1,31,0,75
547,PUNJAB,TARN TARAN,2013,34,31,7,43,0,34,0,149
548,RAJASTHAN,AJMER,2013,100,155,16,166,1,863,0,1301
549,RAJASTHAN,ALWAR,2013,316,253,42,288,0,707,0,1606
550,RAJASTHAN,BANSWARA,2013,117,105,13,108,0,205,0,548
551,RAJASTHAN,BARAN,2013,66,102,1,208,0,289,0,666
552,RAJASTHAN,BARMER,2013,55,25,21,190,0,274,0,565
553,RAJASTHAN,BHARATPUR,2013,164,201,34,156,0,574,0,1129
554,RAJASTHAN,BHILWARA,2013,101,107,8,135,0,652,0,1003
555,RAJASTHAN,BIKANER,2013,100,71,18,63,0,516,0,768
556,RAJASTHAN,BUNDI,2013,63,98,2,117,0,326,0,606
557,RAJASTHAN,CHITTORGARH,2013,93,150,4,142,0,782,1,1172
558,RAJASTHAN,CHURU,2013,73,54,10,15,0,420,0,572
559,RAJASTHAN,DAUSA,2013,41,103,11,163,0,221,0,539
560,RAJASTHAN,DHOLPUR,2013,56,72,40,28,0,196,0,392
561,RAJASTHAN,DISCOM,2013,0,0,0,0,0,0,0,0
562,RAJASTHAN,DUNGARPUR,2013,86,104,6,99,0,175,0,470
563,RAJASTHAN,G.R.P.AJMER,2013,1,5,1,10,1,0,0,18
564,RAJASTHAN,G.R.P.JODHPUR,2013,0,0,0,3,0,0,0,3
565,RAJASTHAN,GANGANAGAR,2013,151,139,20,127,3,957,0,1397
566,RAJASTHAN,HANUMANGARH,2013,105,92,15,121,1,599,0,933
567,RAJASTHAN,JAIPUR EAST,2013,49,94,5,107,0,267,0,522
568,RAJASTHAN,JAIPUR NORTH,2013,37,86,4,68,0,300,0,495
569,RAJASTHAN,JAIPUR RURAL,2013,68,99,8,120,0,269,0,564
570,RAJASTHAN,JAIPUR SOUTH,2013,42,71,7,39,0,214,0,373
571,RAJASTHAN,JAIPUR WEST,2013,64,128,5,69,0,329,0,595
572,RAJASTHAN,JAISALMER,2013,17,9,4,88,0,37,0,155
573,RAJASTHAN,JALORE,2013,44,38,12,72,0,180,0,346
574,RAJASTHAN,JHALAWAR,2013,117,113,5,307,5,478,0,1025
575,RAJASTHAN,JHUNJHUNU,2013,72,72,12,40,0,405,0,601
576,RAJASTHAN,JODHPUR EAST,2013,20,49,1,51,0,205,0,326
577,RAJASTHAN,JODHPUR RURAL,2013,50,49,11,88,0,166,0,364
578,RAJASTHAN,JODHPUR WEST,2013,50,55,6,90,0,168,0,369
579,RAJASTHAN,KARAULI,2013,48,77,13,79,0,179,0,396
580,RAJASTHAN,KOTA CITY,2013,86,154,6,101,5,512,0,864
581,RAJASTHAN,KOTA RURAL,2013,45,65,0,166,0,247,0,523
582,RAJASTHAN,NAGAUR,2013,97,106,20,110,0,500,0,833
583,RAJASTHAN,PALI,2013,92,138,16,222,0,512,0,980
584,RAJASTHAN,PRATAPGARH,2013,200,138,6,171,0,333,0,848
585,RAJASTHAN,RAJSAMAND,2013,40,67,9,72,1,271,0,460
586,RAJASTHAN,SAWAI MADHOPUR,2013,39,68,5,60,0,206,0,378
587,RAJASTHAN,SIKAR,2013,73,133,13,50,0,397,0,666
588,RAJASTHAN,SIROHI,2013,47,61,8,109,0,213,0,438
589,RAJASTHAN,TONK,2013,33,76,5,75,8,352,0,549
590,RAJASTHAN,UDAIPUR,2013,167,265,10,336,0,598,0,1376
591,SIKKIM,EAST,2013,22,9,0,16,0,3,0,50
592,SIKKIM,NORTH,2013,1,0,0,0,0,0,0,1
593,SIKKIM,SOUTH,2013,15,5,0,8,0,1,0,29
594,SIKKIM,WEST,2013,5,2,0,5,0,1,0,13
595,TAMIL NADU,ARIYALUR,2013,10,18,3,23,0,8,0,62
596,TAMIL NADU,CHENNAI,2013,83,42,12,55,155,221,0,568
597,TAMIL NADU,CHENNAI RLY.,2013,0,0,0,5,0,1,0,6
598,TAMIL NADU,COIMBATORE RURAL,2013,11,17,1,41,7,49,0,126
599,TAMIL NADU,COIMBATORE URBAN,2013,17,3,1,15,4,48,0,88
600,TAMIL NADU,CUDDALORE,2013,36,48,6,8,0,66,0,164
601,TAMIL NADU,DHARMAPURI,2013,23,151,2,48,1,65,0,290
602,TAMIL NADU,DINDIGUL,2013,13,95,1,46,0,95,0,250
603,TAMIL NADU,ERODE,2013,14,26,0,25,0,21,0,86
604,TAMIL NADU,KANCHIPURAM,2013,24,9,3,15,0,18,0,69
605,TAMIL NADU,KANYAKUMARI,2013,12,30,1,5,0,118,0,166
606,TAMIL NADU,KARUR,2013,7,17,0,9,1,11,0,45
607,TAMIL NADU,KRISHNAGIRI,2013,8,66,12,48,2,47,0,183
608,TAMIL NADU,MADURAI RURAL,2013,33,96,4,73,17,263,0,486
609,TAMIL NADU,MADURAI URBAN,2013,16,20,3,23,2,91,0,155
610,TAMIL NADU,NAGAPATTINAM,2013,9,21,3,30,23,9,0,95
611,TAMIL NADU,NAMAKKAL,2013,23,38,0,57,11,15,0,144
612,TAMIL NADU,NILGIRIS,2013,15,9,0,18,1,1,0,44
613,TAMIL NADU,PERAMBALUR,2013,8,4,0,13,1,5,0,31
614,TAMIL NADU,PUDUKOTTAI,2013,10,49,3,29,0,39,0,130
615,TAMIL NADU,RAMNATHAPURAM,2013,9,23,2,24,2,20,0,80
616,TAMIL NADU,SALEM RURAL,2013,26,62,5,62,0,47,0,202
617,TAMIL NADU,SALEM URBAN,2013,16,17,1,10,9,49,0,102
618,TAMIL NADU,SIVAGANGAI,2013,16,26,4,35,0,87,0,168
619,TAMIL NADU,THANJAVUR,2013,31,39,0,68,4,46,0,188
620,TAMIL NADU,THENI,2013,25,34,5,41,0,62,0,167
621,TAMIL NADU,THIRUNELVELI RURAL,2013,74,112,6,82,0,486,0,760
622,TAMIL NADU,THIRUNELVELI URBAN,2013,12,6,0,4,0,18,0,40
623,TAMIL NADU,THIRUVALLUR,2013,21,23,9,11,0,19,0,83
624,TAMIL NADU,THIRUVANNAMALAI,2013,50,44,2,31,2,34,0,163
625,TAMIL NADU,THIRUVARUR,2013,15,17,1,5,0,15,0,53
626,TAMIL NADU,THOOTHUGUDI,2013,52,24,2,35,1,64,0,178
627,TAMIL NADU,TIRUPPUR,2013,20,39,8,40,7,91,0,205
628,TAMIL NADU,TRICHY RLY.,2013,0,0,0,3,0,0,0,3
629,TAMIL NADU,TRICHY RURAL,2013,23,24,3,40,0,49,0,139
630,TAMIL NADU,TRICHY URBAN,2013,10,5,0,18,6,25,0,64
631,TAMIL NADU,VELLORE,2013,51,82,8,33,57,40,0,271
632,TAMIL NADU,VILLUPURAM,2013,67,155,4,127,0,80,0,433
633,TAMIL NADU,VIRUDHUNAGAR,2013,33,25,3,16,0,48,0,125
634,TRIPURA,DHALAI,2013,17,12,1,38,0,51,0,119
635,TRIPURA,GOMATI,2013,31,28,6,45,2,164,0,276
636,TRIPURA,GRP,2013,0,0,0,0,0,0,0,0
637,TRIPURA,KHOWAI,2013,23,3,4,43,1,42,0,116
638,TRIPURA,NORTH,2013,20,9,4,51,0,113,0,197
639,TRIPURA,SIPAHIJALA,2013,27,13,1,73,0,118,0,232
640,TRIPURA,SOUTH,2013,32,14,5,38,0,93,0,182
641,TRIPURA,UNAKOTI,2013,37,16,5,18,1,51,0,128
642,TRIPURA,WEST,2013,46,29,3,101,3,195,0,377
643,UTTAR PRADESH,AGRA,2013,78,335,98,239,0,399,0,1149
644,UTTAR PRADESH,ALIGARH,2013,99,346,73,300,0,455,0,1273
645,UTTAR PRADESH,ALLAHABAD,2013,102,239,66,215,0,322,0,944
646,UTTAR PRADESH,AMBEDKAR NAGAR,2013,15,55,17,16,0,4,0,107
647,UTTAR PRADESH,AMETHI,2013,38,110,16,83,0,35,0,282
648,UTTAR PRADESH,AMROHA,2013,23,92,16,57,0,171,0,359
649,UTTAR PRADESH,AURAIYA,2013,16,70,28,38,0,68,0,220
650,UTTAR PRADESH,AZAMGARH,2013,39,135,36,20,0,155,0,385
651,UTTAR PRADESH,BADAUN,2013,54,128,58,102,0,58,0,400
652,UTTAR PRADESH,BAGHPAT,2013,25,72,12,56,0,106,0,271
653,UTTAR PRADESH,BAHRAICH,2013,35,140,42,44,0,1,0,262
654,UTTAR PRADESH,BALLIA,2013,18,123,24,107,0,4,0,276
655,UTTAR PRADESH,BALRAMPUR,2013,23,65,7,24,0,8,0,127
656,UTTAR PRADESH,BANDA,2013,47,113,32,151,0,129,0,472
657,UTTAR PRADESH,BARABANKI,2013,39,78,26,39,0,98,0,280
658,UTTAR PRADESH,BAREILLY,2013,84,291,58,198,0,257,0,888
659,UTTAR PRADESH,BASTI,2013,24,80,11,53,0,44,0,212
660,UTTAR PRADESH,BIJNOR,2013,71,149,31,178,1,6,0,436
661,UTTAR PRADESH,BULANDSHAHAR,2013,97,255,52,197,2,162,0,765
662,UTTAR PRADESH,CHANDOLI,2013,20,46,16,68,1,0,0,151
663,UTTAR PRADESH,CHITRAKOOT DHAM,2013,23,22,14,35,0,7,0,101
664,UTTAR PRADESH,DEORIA,2013,44,145,37,87,0,27,0,340
665,UTTAR PRADESH,ETAH,2013,34,101,32,122,1,99,0,389
666,UTTAR PRADESH,ETAWAH,2013,23,74,30,30,0,62,0,219
667,UTTAR PRADESH,FAIZABAD,2013,35,135,11,79,1,7,0,268
668,UTTAR PRADESH,FATEHGARH,2013,25,95,34,30,0,38,0,222
669,UTTAR PRADESH,FATEHPUR,2013,42,112,39,87,0,80,0,360
670,UTTAR PRADESH,FIROZABAD,2013,39,187,66,112,0,165,0,569
671,UTTAR PRADESH,G.R.P.,2013,3,28,3,84,0,1,0,119
672,UTTAR PRADESH,GAUTAMBUDH NAGAR,2013,39,150,31,136,6,164,0,526
673,UTTAR PRADESH,GHAZIABAD,2013,84,289,44,233,0,491,0,1141
674,UTTAR PRADESH,GHAZIPUR,2013,22,93,27,59,1,76,0,278
675,UTTAR PRADESH,GONDA,2013,24,149,32,62,0,4,0,271
676,UTTAR PRADESH,GORAKHPUR,2013,87,282,39,111,0,95,0,614
677,UTTAR PRADESH,HAMIRPUR,2013,50,68,15,117,5,0,0,255
678,UTTAR PRADESH,HAPUR,2013,35,71,21,75,0,52,0,254
679,UTTAR PRADESH,HARDOI,2013,28,130,24,131,0,122,0,435
680,UTTAR PRADESH,HATHRAS,2013,37,86,21,73,0,76,0,293
681,UTTAR PRADESH,JALAUN,2013,7,52,22,52,0,33,0,166
682,UTTAR PRADESH,JAUNPUR,2013,53,131,60,75,0,77,0,396
683,UTTAR PRADESH,JHANSI,2013,40,74,24,72,1,65,0,276
684,UTTAR PRADESH,KANNAUJ,2013,16,84,26,40,0,59,0,225
685,UTTAR PRADESH,KANPUR DEHAT,2013,29,74,32,45,0,67,0,247
686,UTTAR PRADESH,KANPUR NAGAR,2013,41,248,56,110,0,239,0,694
687,UTTAR PRADESH,KASGANJ,2013,17,89,24,43,0,27,0,200
688,UTTAR PRADESH,KAUSHAMBI,2013,27,56,22,108,0,67,0,280
689,UTTAR PRADESH,KHIRI,2013,49,189,57,85,0,152,0,532
690,UTTAR PRADESH,KUSHI NAGAR,2013,33,143,29,66,0,48,0,319
691,UTTAR PRADESH,LALITPUR,2013,10,26,11,50,0,18,0,115
692,UTTAR PRADESH,LUCKNOW,2013,76,375,60,360,1,920,0,1792
693,UTTAR PRADESH,MAHARAJGANJ,2013,28,116,23,40,0,58,0,265
694,UTTAR PRADESH,MAHOBA,2013,30,45,16,61,0,26,0,178
695,UTTAR PRADESH,MAINPURI,2013,20,142,38,92,0,94,0,386
696,UTTAR PRADESH,MATHURA,2013,59,138,32,99,0,196,0,524
697,UTTAR PRADESH,MAU,2013,26,94,11,53,1,94,0,279
698,UTTAR PRADESH,MEERUT,2013,109,282,42,277,0,209,0,919
699,UTTAR PRADESH,MIRZAPUR,2013,5,8,19,5,0,30,0,67
700,UTTAR PRADESH,MORADABAD,2013,69,173,27,156,1,299,0,725
701,UTTAR PRADESH,MUZAFFARNAGAR,2013,49,214,25,125,0,270,0,683
702,UTTAR PRADESH,PILIBHIT,2013,30,91,35,67,0,125,0,348
703,UTTAR PRADESH,PRATAPGARH,2013,66,157,30,151,0,39,0,443
704,UTTAR PRADESH,RAIBAREILLY,2013,43,104,23,66,0,72,0,308
705,UTTAR PRADESH,RAMPUR,2013,26,93,19,46,0,119,0,303
706,UTTAR PRADESH,SAHARANPUR,2013,34,137,34,90,0,198,0,493
707,UTTAR PRADESH,SAMBHAL,2013,42,112,30,94,0,88,0,366
708,UTTAR PRADESH,SANT KABIRNAGAR,2013,23,60,5,17,0,8,0,113
709,UTTAR PRADESH,SHAHJAHANPUR,2013,36,116,43,104,0,142,0,441
710,UTTAR PRADESH,SHAMLI,2013,34,87,11,66,0,52,0,250
711,UTTAR PRADESH,SHRAWASTI,2013,21,50,18,53,0,0,0,142
712,UTTAR PRADESH,SIDHARTHNAGAR,2013,17,59,8,26,0,33,0,143
713,UTTAR PRADESH,SITAPUR,2013,95,256,63,211,0,130,0,755
714,UTTAR PRADESH,SONBHADRA,2013,32,17,13,22,0,12,0,96
715,UTTAR PRADESH,ST.RAVIDASNAGAR,2013,10,18,13,15,0,19,0,75
716,UTTAR PRADESH,SULTANPUR,2013,29,107,15,87,0,111,0,349
717,UTTAR PRADESH,UNNAO,2013,41,173,44,119,0,190,0,567
718,UTTAR PRADESH,VARANASI,2013,57,208,36,207,3,347,0,858
719,UTTARAKHAND,ALMORA,2013,8,18,2,7,3,9,0,47
720,UTTARAKHAND,BAGESHWAR,2013,2,4,1,3,1,2,0,13
721,UTTARAKHAND,CHAMOLI,2013,8,35,0,7,0,2,0,52
722,UTTARAKHAND,CHAMPAWAT,2013,0,15,1,5,0,1,0,22
723,UTTARAKHAND,DEHRADUN,2013,41,148,9,62,27,159,0,446
724,UTTARAKHAND,HARIDWAR,2013,75,192,5,76,17,101,0,466
725,UTTARAKHAND,NAINITAL,2013,20,55,5,33,11,31,0,155
726,UTTARAKHAND,PAURI GARHWAL,2013,3,25,2,11,7,6,0,54
727,UTTARAKHAND,PITHORAGARH,2013,7,19,2,4,2,5,0,39
728,UTTARAKHAND,RUDRA PRAYAG,2013,5,10,4,1,3,3,0,26
729,UTTARAKHAND,TEHRI GARHWAL,2013,5,14,0,2,0,0,0,21
730,UTTARAKHAND,UDHAMSINGH NAGAR,2013,48,87,12,82,0,116,0,345
731,UTTARAKHAND,UTTARKASHI,2013,6,11,0,2,1,0,0,20
732,WEST BENGAL,24 PARGANAS NORTH,2013,115,258,35,307,8,1716,0,2439
733,WEST BENGAL,24 PARGANAS SOUTH,2013,189,397,49,212,2,1978,0,2827
734,WEST BENGAL,ASANSOL,2013,31,87,15,73,1,467,0,674
735,WEST BENGAL,BANKURA,2013,24,36,19,76,0,278,0,433
736,WEST BENGAL,BDN CP,2013,17,43,6,77,6,229,0,378
737,WEST BENGAL,BIRBHUM,2013,41,45,12,99,0,245,0,442
738,WEST BENGAL,BKP CP,2013,41,132,21,197,7,705,0,1103
739,WEST BENGAL,BURDWAN,2013,41,107,25,123,0,378,0,674
740,WEST BENGAL,COOCHBEHAR,2013,110,141,15,240,1,631,0,1138
741,WEST BENGAL,DAKSHIN DINAJPUR,2013,35,100,32,69,0,345,0,581
742,WEST BENGAL,DARJEELING,2013,30,35,0,54,2,158,0,279
743,WEST BENGAL,HOOGHLY,2013,54,163,19,143,11,922,0,1312
744,WEST BENGAL,HOWRAH,2013,23,92,10,131,4,682,0,942
745,WEST BENGAL,HOWRAH CITY,2013,22,141,3,215,48,609,0,1038
746,WEST BENGAL,HOWRAH G.R.P.,2013,1,6,2,9,2,1,0,21
747,WEST BENGAL,JALPAIGURI,2013,121,263,12,305,2,779,0,1482
748,WEST BENGAL,JHARGRAM,2013,10,17,6,42,2,62,0,139
749,WEST BENGAL,KHARAGPUR G.R.P.,2013,2,1,0,10,0,0,0,13
750,WEST BENGAL,KOLKATA,2013,75,145,15,707,412,1005,9,2368
751,WEST BENGAL,MALDA,2013,140,182,14,177,0,597,0,1110
752,WEST BENGAL,MURSHIDABAD,2013,215,341,35,407,7,1939,0,2944
753,WEST BENGAL,NADIA,2013,87,346,69,213,13,1666,0,2394
754,WEST BENGAL,PASCHIM MIDNAPUR,2013,46,155,25,327,17,549,0,1119
755,WEST BENGAL,PURAB MIDNAPUR,2013,53,199,24,126,2,606,0,1010
756,WEST BENGAL,PURULIA,2013,54,49,8,78,0,158,0,347
757,WEST BENGAL,SEALDAH G.R.P.,2013,2,10,0,45,1,2,0,60
758,WEST BENGAL,SILIGURI G.R.P.,2013,0,1,0,11,2,0,0,14
759,WEST BENGAL,SILIGURI_PC,2013,35,115,5,206,24,616,0,1001
760,WEST BENGAL,UTTAR DINAJPUR,2013,71,223,5,234,3,793,0,1329
10172,A & N ISLANDS,NICOBAR,2014,2,0,0,0,0,0,0,2
10171,A & N ISLANDS,NORTH & MIDDLE ANDAMAN,2014,11,8,0,14,1,4,0,38
10170,A & N ISLANDS,SOUTH ANDAMAN,2014,19,9,3,27,4,10,0,72
9398,ANDHRA PRADESH,ANANTAPUR,2014,35,106,25,436,26,165,0,793
9399,ANDHRA PRADESH,CHITTOOR,2014,32,34,17,135,94,278,0,590
9400,ANDHRA PRADESH,CUDDAPAH,2014,28,16,16,215,12,91,0,378
9401,ANDHRA PRADESH,EAST GODAVARI,2014,85,25,7,519,62,464,0,1162
9402,ANDHRA PRADESH,GUNTAKAL RAILWAY,2014,0,0,0,0,0,0,0,0
9403,ANDHRA PRADESH,GUNTUR,2014,49,46,16,245,347,454,0,1157
9404,ANDHRA PRADESH,GUNTUR URBAN,2014,40,56,12,160,452,345,0,1065
9405,ANDHRA PRADESH,KRISHNA,2014,80,34,8,354,232,613,0,1321
9406,ANDHRA PRADESH,KURNOOL,2014,32,37,12,403,251,362,0,1097
9407,ANDHRA PRADESH,NELLORE,2014,58,124,14,295,205,362,0,1058
9408,ANDHRA PRADESH,PRAKASHAM,2014,50,50,8,197,16,402,0,723
9409,ANDHRA PRADESH,RAJAHMUNDRY,2014,35,8,3,121,27,190,0,384
9410,ANDHRA PRADESH,SRIKAKULAM,2014,40,10,3,214,91,298,0,656
9411,ANDHRA PRADESH,TIRUPATHI URBAN,2014,18,17,13,60,21,167,0,296
9412,ANDHRA PRADESH,VIJAYAWADA CITY,2014,64,27,10,279,212,642,0,1234
9413,ANDHRA PRADESH,VIJAYAWADA RAILWAY,2014,0,2,2,8,6,1,0,19
9414,ANDHRA PRADESH,VISAKHA RURAL,2014,38,15,4,129,57,166,0,409
9415,ANDHRA PRADESH,VISAKHAPATNAM,2014,84,50,13,147,112,371,0,777
9416,ANDHRA PRADESH,VIZIANAGARAM,2014,47,19,8,225,327,330,0,956
9417,ANDHRA PRADESH,WEST GODAVARI,2014,146,45,24,405,99,661,0,1380
9418,ARUNACHAL PRADESH,ANJAW,2014,0,1,0,1,0,0,0,2
9419,ARUNACHAL PRADESH,CHANGLANG,2014,6,6,0,0,0,0,0,12
9420,ARUNACHAL PRADESH,CRIME BRANCH,2014,0,0,0,0,0,0,0,0
9421,ARUNACHAL PRADESH,DIBANG VALLEY,2014,1,0,0,0,0,0,0,1
9422,ARUNACHAL PRADESH,KAMENG EAST,2014,1,1,0,6,0,0,0,8
9423,ARUNACHAL PRADESH,KAMENG WEST,2014,0,2,0,9,0,2,0,13
9424,ARUNACHAL PRADESH,KURUNG KUMEY,2014,3,0,0,1,0,0,0,4
9425,ARUNACHAL PRADESH,LOHIT,2014,7,25,0,13,0,1,0,46
9426,ARUNACHAL PRADESH,LONGDING,2014,3,4,0,3,0,0,0,10
9427,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2014,3,2,0,0,0,0,0,5
9428,ARUNACHAL PRADESH,PAPUM PARE CITY,2014,32,36,1,26,0,21,0,116
9429,ARUNACHAL PRADESH,PAPUM PARE RURAL,2014,0,4,0,4,0,0,0,8
9430,ARUNACHAL PRADESH,SIANG EAST,2014,11,2,0,21,0,4,0,38
9431,ARUNACHAL PRADESH,SIANG UPPER,2014,1,0,0,1,0,0,0,2
9432,ARUNACHAL PRADESH,SIANG WEST,2014,6,1,0,11,3,8,0,29
9433,ARUNACHAL PRADESH,SUBANSIRI LOWER,2014,1,2,0,6,0,3,0,12
9434,ARUNACHAL PRADESH,SUBANSIRI UPPER,2014,5,2,0,16,0,3,0,26
9435,ARUNACHAL PRADESH,TAWANG,2014,0,0,0,1,0,0,0,1
9436,ARUNACHAL PRADESH,TIRAP,2014,3,3,0,2,0,0,0,8
9438,ASSAM,BAKSA,2014,26,36,4,27,0,77,0,170
9437,ASSAM,BARPETA,2014,143,359,21,556,0,1116,0,2195
9439,ASSAM,BONGAIGAON,2014,31,29,4,8,0,178,0,250
9440,ASSAM,CACHAR,2014,81,214,14,50,0,595,0,954
9441,ASSAM,CHIRANG,2014,29,42,7,33,0,60,0,171
9442,ASSAM,DARRANG,2014,111,186,11,453,0,489,0,1250
9443,ASSAM,DHEMAJI,2014,45,68,3,51,1,111,0,279
9444,ASSAM,DHUBRI,2014,193,405,10,193,0,1186,0,1987
9445,ASSAM,DIBRUGARH,2014,67,123,5,105,0,253,0,553
9457,ASSAM,DIMA HASAO,2014,6,25,0,0,0,6,0,37
9446,ASSAM,GOALPARA,2014,108,119,8,121,0,367,0,723
9447,ASSAM,GOLAGHAT,2014,74,190,7,74,0,166,0,511
9448,ASSAM,GUWAHATI CITY,2014,100,424,11,143,0,486,0,1164
9449,ASSAM,HAILAKANDI,2014,77,89,4,23,0,209,0,402
9450,ASSAM,JORHAT,2014,36,72,6,157,0,401,0,672
9451,ASSAM,KAMRUP,2014,77,47,1,15,0,595,0,735
9452,ASSAM,KARBI ANGLONG,2014,23,55,0,26,0,42,0,146
9453,ASSAM,KARIMGANJ,2014,76,109,13,10,0,337,0,545
9454,ASSAM,KOKRAJHAR,2014,45,79,3,47,0,71,1,246
9455,ASSAM,LAKHIMPUR,2014,67,150,4,55,0,369,0,645
9456,ASSAM,MORIGAON,2014,81,174,7,328,0,349,0,939
9458,ASSAM,NAGAON,2014,187,295,22,350,0,1162,0,2016
9459,ASSAM,NALBARI,2014,41,100,0,0,0,42,0,183
9460,ASSAM,SIBSAGAR,2014,44,177,6,153,0,333,0,713
9461,ASSAM,SONITPUR,2014,112,202,5,20,0,381,0,720
9462,ASSAM,TINSUKIA,2014,66,64,3,66,0,164,0,363
9463,ASSAM,UDALGURI,2014,34,62,9,35,0,81,0,221
9509,BIHAR,ANTI TERRORIST SQUAD,2014,0,0,0,0,0,0,0,0
9464,BIHAR,ARARIA,2014,35,68,17,1,0,6,0,127
9465,BIHAR,ARWAL,2014,6,18,11,4,0,0,0,39
9466,BIHAR,AURANGABAD,2014,12,70,28,29,0,110,0,249
9467,BIHAR,BAGAHA,2014,14,56,7,38,0,56,0,171
9468,BIHAR,BANKA,2014,22,62,23,3,0,64,0,174
9469,BIHAR,BEGUSARAI,2014,30,132,28,37,1,55,0,283
9470,BIHAR,BETTIAH,2014,33,102,39,0,0,106,0,280
9471,BIHAR,BHABHUA,2014,12,61,12,0,0,44,0,129
9472,BIHAR,BHAGALPUR,2014,52,165,20,31,0,161,0,429
9473,BIHAR,BHOJPUR,2014,32,115,46,7,0,129,0,329
9474,BIHAR,BUXAR,2014,16,72,24,13,0,95,0,220
9475,BIHAR,DARBHANGA,2014,50,216,30,8,0,298,0,602
9508,BIHAR,ECONOMIC OFFENCES UNIT,2014,0,0,0,0,0,0,0,0
9476,BIHAR,GAYA,2014,48,174,63,0,0,198,0,483
9477,BIHAR,GOPALGANJ,2014,14,110,33,0,6,156,0,319
9478,BIHAR,JAMALPUR RAILWAY,2014,0,2,0,3,0,0,0,5
9479,BIHAR,JAMUI,2014,23,46,21,10,1,46,0,147
9480,BIHAR,JEHANABAD,2014,10,66,22,0,0,56,0,154
9481,BIHAR,KATIHAR,2014,65,116,14,0,0,59,0,254
9482,BIHAR,KATIHAR RAILWAY,2014,0,1,0,11,0,0,0,12
9483,BIHAR,KHAGARIA,2014,14,92,17,2,0,19,0,144
9484,BIHAR,KISHANGANJ,2014,64,101,12,22,0,85,0,284
9485,BIHAR,LAKHISARAI,2014,10,35,8,63,1,29,0,146
9486,BIHAR,MADHEPURA,2014,10,64,8,8,0,50,0,140
9487,BIHAR,MADHUBANI,2014,41,169,34,9,0,227,0,480
9488,BIHAR,MOTIHARI,2014,31,223,75,0,0,263,0,592
9489,BIHAR,MUNGER,2014,11,49,8,5,0,48,0,121
9490,BIHAR,MUZAFFARPUR,2014,44,215,178,166,0,109,5,717
9491,BIHAR,MUZAFFARPUR RAILWAY,2014,2,2,2,1,0,0,0,7
9492,BIHAR,NALANDA,2014,29,124,59,4,0,271,0,487
9493,BIHAR,NAUGACHIA,2014,10,36,10,3,0,88,0,147
9494,BIHAR,NAWADAH,2014,22,57,22,10,0,77,0,188
9495,BIHAR,PATNA,2014,86,519,83,0,60,535,0,1283
9496,BIHAR,PATNA RAILWAY,2014,1,1,5,13,0,0,0,20
9497,BIHAR,PURNEA,2014,66,140,26,30,0,115,0,377
9498,BIHAR,ROHTAS,2014,22,115,54,0,0,106,0,297
9499,BIHAR,SAHARSA,2014,14,94,19,0,0,70,0,197
9500,BIHAR,SAMASTIPUR,2014,38,173,39,0,0,184,0,434
9501,BIHAR,SARAN,2014,37,160,83,0,0,157,0,437
